@RELATION expat-generated-output
@ATTRIBUTE "sentence" STRING
@ATTRIBUTE "geosig" NUMERIC
@ATTRIBUTE "spatial" NUMERIC
@ATTRIBUTE "geospatial" NUMERIC
@ATTRIBUTE "abstracted" STRING
@ATTRIBUTE "sverb qual geoentity simple" NUMERIC
@ATTRIBUTE "sverb qual geoentity" NUMERIC
@ATTRIBUTE "sverb qual rel geoentity complex" NUMERIC
@ATTRIBUTE "sverb qual rel non-spatial-1" NUMERIC
@ATTRIBUTE "sverb qual rel non-spatial-2" NUMERIC
@ATTRIBUTE "sverb to dir" NUMERIC
@ATTRIBUTE "svs lcs rel geo-entity" NUMERIC
@ATTRIBUTE "svs lcs rel non-geo-entity" NUMERIC
@ATTRIBUTE "svs nn geonoun" NUMERIC
@ATTRIBUTE "svs geonoun" NUMERIC
@ATTRIBUTE "svs geonoun dir" NUMERIC
@ATTRIBUTE "svs noun noun" NUMERIC
@ATTRIBUTE "lcs" NUMERIC
@ATTRIBUTE "spatialverb" NUMERIC
@ATTRIBUTE "noun" NUMERIC
@ATTRIBUTE "dir" NUMERIC
@ATTRIBUTE "qtf" NUMERIC
@ATTRIBUTE "person" NUMERIC
@ATTRIBUTE "location" NUMERIC
@ATTRIBUTE "misc" NUMERIC
@ATTRIBUTE "org" NUMERIC
@ATTRIBUTE "gnn" NUMERIC
@DATA
"The Venezuelan information ministry did not respond to a request for comment.",0,0,0,"NOUN did not respond to NOUN for NOUN .",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
"In Berlin, the German Foreign Ministry said Friday it cannot give any details about the case, citing privacy laws. ",1,1,1,"In LOCATION , ORG said Friday it can not NOUN about NOUN citing NOUN .",0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,1,0,1,0
"Resident of a Berlin suburb, Six has travelled the globe as an independent journalist for 12 years, publishing his reports in right-wing outlets. ",1,1,1,"NOUN of LOCATION GNN , QTF SVB NOUN as an independent journalist for 12 years , publishing NOUN in NOUN",0,1,0,1,0,0,0,0,1,1,0,0,0,1,4,0,1,0,1,0,0,1
"This isn't Six's first arrest amid turmoil.",0,0,0,"This is QTF 's NOUN amid NOUN .",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0
"Six turned his attention to Venezuela over a year ago.",1,0,0,"QTF turned NOUN to LOCATION over a year ago .",0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0
"His father said he entered the country legally but was unable to secure journalist credentials required by Venezuela to work as a reporter.",1,1,1,"NOUN said he SVB GNN legally but was unable to secure journalist NOUN required by LOCATION to work as a reporter .",1,0,1,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,1,0,0,1
"Associated Press writer David Rising contributed to this report from Berlin.",1,0,0,"ORG writer PERSON contributed to NOUN from LOCATION .",0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0
"Burial workers from the Sierra Leone Ministry of Health perform an oral swab test for Ebola on the Kabia family's deceased day-old daughter as a precaution, even though she is unlikely to have died from the disease.",1,0,0,"GNN NOUN from ORG perform NOUN for NOUN on PERSON NOUN 's NOUN as NOUN even though she is unlikely to have died from the disease .",0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,1,1
"A Muslim cleric walks between the members of the burial team, who put the baby in their truck and collected others before heading to the cemetery.",1,1,1,"A Muslim cleric SVB between NOUN of GNN NOUN , who put NOUN in NOUN SVB QTF before heading to GNN",0,0,0,1,0,0,0,0,1,2,0,0,0,2,4,0,1,0,0,0,0,2
"Abdul Kabia (at center, in blue fatigues) watches grave diggers cover the body of his day-old daughter in Freetown's King Tom cemetery. ",1,0,0,"PERSON -LRB- at GNN , in NOUN watches grave NOUN cover NOUN of NOUN in LOCATION GNN .",0,0,0,0,0,0,0,0,1,2,0,0,0,0,4,0,0,1,1,0,0,2
"At the peak of the Ebola outbreak in December, the cemetery saw about 50 burials a day. ",0,0,0,"At GNN of MISC NOUN in December , GNN about QTF GNN a day .",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,3
"If they are ignored, the dead are thought to wander the Earth eternally and plague the community. ",1,1,1,"If they are ignored , the dead are thought to SVB LOCATION eternally and plague NOUN",1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
"The people he lived with did not believe he died from Ebola because he did not exhibit the typical symptoms.",0,1,0,"NOUN he SVB with did not believe he died from NOUN because he did not NOUN",0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0
"Friends and family pray over the body of the 27-year-old man after a safe burial team removed the potential Ebola victim from his residence.",1,1,1,"NOUN over NOUN of NOUN after GNN NOUN removed the potential MISC NOUN from NOUN",0,0,0,0,0,0,0,0,1,1,0,0,0,0,6,0,0,0,0,1,0,1
"A man weeps as he follows the body of the man, a close friend.",1,1,1,"NOUN weeps as he SVB NOUN of NOUN a close NOUN",0,1,0,1,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0
"Workers lower a body into a grave at King Tom cemetery in Freetown.",1,1,1,"NOUN lower NOUN into GNN at King PERSON GNN in LOCATION .",0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,0,0,1,1,0,0,2
"Fishermen used a mosquito net to catch juvenile catfish in the shallows of Lake Victoria in Kenya.",1,1,1,"NOUN used NOUN to catch NOUN in GNN of LOCATION in LOCATION .",0,0,0,0,0,0,0,0,2,3,0,0,0,0,3,0,0,0,2,0,0,1
"Mosquito nets wind up having other uses, too, like this soccer goal in Lagosa, Tanzania. ",1,1,1,"NOUN SVB having NOUN too , like NOUN in LOCATION .",0,0,0,0,0,0,0,0,1,1,0,0,0,1,3,0,0,0,1,0,0,0
"Mosquito nets have replaced reed baskets for fishing in places like the Bangweulu wetlands of Zambia. ",1,1,1,"NOUN have GNN NOUN for NOUN in NOUN like NOUN GNN of LOCATION .",0,0,0,0,0,0,0,0,1,1,0,0,0,0,5,0,0,0,1,0,0,2
"The fine mesh in the nets traps much more than the baskets do, and could help wipe out fish populations.",0,0,0,"NOUN in NOUN much more than NOUN do , and could help wipe out NOUN .",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
"Under a net at a medical center in Tanzania, where a woman’s children were being treated for malaria.",1,1,1,"Under NOUN at GNN in LOCATION , where NOUN 's NOUN were being treated for malaria .",0,0,0,0,0,0,0,0,1,2,0,0,0,0,3,0,0,0,1,0,0,1
"Mosquito nets packed at a Red Cross warehouse in Kisumu, Kenya. ",1,1,1,"NOUN packed at ORG warehouse in LOCATION .",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
"A nurse gave a net to a woman at a maternity clinic in Kisumu, Kenya. ",1,1,1,"A nurse gave a net to NOUN at NOUN GNN in LOCATION .",0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,1,0,0,1
"It is one of the cheapest and simplest ways to stop the disease that kills at least half a million Africans a year.",0,0,0,"It is QTF of NOUN to SVB the disease that kills at least half a QTF MISC a year .",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,1,0,0
"Fishing in the Bangweulu wetlands.",1,1,1,"NOUN in NOUN GNN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1
"David Abongo Owich, who doesn’t have a boat, used a mosquito net to fish in shallow water on Lake Victoria.",1,1,1,"PERSON , who does n't have GNN NOUN to NOUN in GNN on LOCATION .",0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,0,0,1,1,0,0,2
"A fish stand at a market in Katumbi, Tanzania. ",1,1,1,"NOUN SVB at GNN in LOCATION .",0,0,1,0,0,0,0,0,1,2,0,0,0,1,1,0,0,0,1,0,0,1
"One of the most common insecticides applied to mosquito nets is permethrin, which the United States Environmental Protection Agency says is “likely to be carcinogenic to humans” when consumed orally and is toxic to fish.",0,0,0,"QTF of the most common NOUN applied to NOUN is NOUN , which ORG says is `` likely to be carcinogenic to NOUN '' when consumed orally and is toxic to NOUN .",0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,1,0
"The leading mosquito-net manufacturers say the insecticide dosages are so low that their products are not dangerous, especially when diluted in a large body of water.",0,0,0,"The leading NOUN say NOUN are so low that NOUN are not dangerous , especially when diluted in NOUN of GNN .",0,0,0,0,0,0,0,0,1,1,0,0,0,0,4,0,0,0,0,0,0,1
"Still, many nets are labeled: “Do not wash in a lake or a river.”",0,0,0,"Still NOUN are labeled : `` Do not wash in GNN GNN",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2
"a server pours boiling water from a height to extract maximum flavour from the jasmine green tea",0,1,0,"NOUN pours GNN from NOUN to GNN QTF NOUN from NOUN green NOUN",0,0,0,0,0,0,0,0,1,1,0,0,0,0,5,0,1,0,0,0,0,2
"a local in front of an old propaganda poster",0,1,0,"a local in LCS of NOUN",0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"Outside, the sun is rising over the buckled terracotta rooftops of Horse Market Street.",1,1,1,"Outside , NOUN is rising over the buckled NOUN of NOUN GNN .",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1
"An old lady shuffles into town in her slippers, her tiny frame laden with foraged roots and leaves.",1,1,1,"NOUN shuffles into GNN in NOUN NOUN with NOUN leaves .",0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,1
"She stops to exchange pleasantries with a vendor setting up a stall of the Chinese delicacy pidan (preserved egg), before heading off in search of customers of her own down the town’s main thoroughfare, Forever Harvest Street.",1,1,1,"She SVB to exchange NOUN with a vendor setting up a stall of the Chinese NOUN NOUN before heading off in NOUN of NOUN of her own down GNN 's NOUN Forever NOUN GNN .",0,0,0,0,0,0,0,0,0,1,0,0,0,1,7,0,0,0,0,0,0,2
"No matter what we think of what went before, we like to cherish it.",0,0,0,"NOUN what we think of what SVB , we like to cherish it .",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"You don’t learn the history of emperors here, instead the stories of ordinary people.",0,0,0,"You do n't NOUN of NOUN here , instead NOUN of NOUN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
"I’m introduced to the local doctor, Qingyuan Xu, a man with a captivating, toothless grin and fingers disconcertingly wrapped in yellowing bandages, the result of an accidental knife wound.",0,0,0,"I 'm introduced to the local doctor , PERSON , NOUN with NOUN SVB in NOUN NOUN of NOUN .",0,0,0,1,0,0,0,0,0,0,0,0,0,1,5,0,0,1,0,0,0,0
"I recently cured my wife of leukaemia,” he says, as if to reassure me of his credentials, “using a tincture made from the hoods of cobra snakes”.",0,0,0,"I recently cured NOUN of leukaemia , '' he says , as if to reassure me of NOUN `` using NOUN made from NOUN of NOUN GNN '' .",0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1
"Restored to good health, Mrs Xu joins us and promptly lights up a celebratory cigarette.",0,0,0,"Restored to NOUN PERSON SVB us and promptly NOUN up NOUN",0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0,0
"“All lives, even humble ones, are touched by the greatest milestones of history”, he says.",0,0,0,"`` NOUN even humble QTF , are touched by NOUN of NOUN '' , he says .",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0
"Old men sit in lonely silence, staring into the distance as if mesmerised by the puffs of Thermos steam and cigarette smoke sailing up into the rafters.",0,1,0,"NOUN SVB in NOUN staring into NOUN as if mesmerised by NOUN of NOUN NOUN up into NOUN",0,0,0,1,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0
"The Guardian receives millions of images each year from news agencies.",0,0,0,"PERSON receives QTF of NOUN each year from NOUN .",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0
"Here are some of the photographers whose body of work over the course of the year has stood out to the picture desk.",0,0,0,"Here are some of the NOUN of GNN over GNN of the year SVB to NOUN .",0,0,0,1,0,0,0,0,1,2,0,0,0,1,2,0,0,0,0,0,0,2
"I’m quite new to photojournalism and I thought it would be a good place to test myself, learn and manage myself emotionally",0,0,0,"I 'm quite new to NOUN and I thought it would be NOUN to test myself , learn and manage myself emotionally",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"It’s a great opportunity to come to a place that’s not saturated with coverage, though I often find the responsibility of that quite daunting",0,0,0,"It 's NOUN to SVB to NOUN that 's not saturated with NOUN , though I SVB NOUN of that quite daunting",0,1,0,2,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0
"In Russia’s Arctic wilderness, the remnants of one of the Soviet Union’s most notorious gulag projects lie largely forgotten",1,1,1,"In LOCATION 's LOCATION NOUN , NOUN of QTF of LOCATION GNN SVB forgotten",0,0,0,0,0,0,0,0,0,2,0,0,0,1,2,0,1,0,3,0,0,1
"The railroad would have connected Russia’s Arctic waters with its western railway network.",1,1,1,"GNN would have connected LOCATION GNN with GNN NOUN",0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,3
"But the biggest threat to survival, according to another former prisoner, came from the brutal winters, which frequently dropped below -40C (-40F).",0,0,0,"But NOUN to NOUN , according to GNN from the brutal winters , which SVB below QTF NOUN -LRB- QTF NOUN",0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,0,2,0,0,0,0,1
"It is nearly impossible to say how many forced labourers died in the effort.",0,0,0,"It is nearly impossible to say how many forced NOUN died in NOUN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"Three years ago we set out to make The Guardian sustainable by deepening our relationship with our readers.",0,0,0,"QTF years ago we set out to make PERSON sustainable by deepening NOUN with NOUN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0
"We decided to seek an approach that would allow us to keep our journalism open and accessible to everyone, regardless of where they live or what they can afford.",0,0,0,"We decided to seek NOUN that would allow us to keep NOUN to NOUN , regardless of where they SVB or what they can afford .",0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0
"More than one million readers have now supported our independent, investigative journalism through contributions, membership or subscriptions, which has played such an important part in helping The Guardian overcome a perilous financial situation globally. ",0,0,0,"More than QTF NOUN have now supported NOUN through NOUN which has played such LCS in helping PERSON overcome NOUN globally .",0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,1,1,0,0,0,0
"We want to thank you for all of your support.",0,0,0,"We want to thank you for all of GNN",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"But we have to maintain and build on that support for every year to come.",0,0,0,"But we have to maintain and build on GNN for every year to come .",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"If everyone who reads our reporting, who likes it, helps to support it, our future would be much more secure.",0,0,0,"If NOUN who reads NOUN who likes it , helps to support it , our future would be much more secure .",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"A man flies a kite in Greenwich Park, London, on 25 July.",1,1,1,"NOUN SVB NOUN in Greenwich LOCATION , on 25 July .",0,1,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0
"A man uses a torch to walk through a park during cold fog at night in Athboy, Ireland, October.",1,1,1,"NOUN uses NOUN to SVB through GNN during NOUN at night in LOCATION , October .",0,0,1,0,0,0,0,0,0,2,0,0,0,1,3,0,0,0,1,0,0,1
"Jeremy Corbyn speaking at an event at Newcastle University on 17 March.",1,1,1,"PERSON speaking at NOUN at ORG on 17 March .",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
"Road between Pine Trees",1,1,1,"GNN between NOUN GNN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
"Top view of valley near body of water",1,1,1,"LCS NOUN of GNN near NOUN of GNN",0,0,0,0,0,0,0,0,2,2,0,0,1,0,2,0,0,0,0,0,0,2
"seaport during daytime",1,0,0,"NOUN during daytime",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Gray bridge and trees",0,0,0,"PERSON GNN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"Body of water and rocks",0,0,0,"NOUN of GNN",0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1
"Scenic view of beach",0,0,0,"NOUN of GNN",0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1
"Person on a bridge near a lake",1,1,1,"GNN on GNN near GNN",0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,3
"Close up of a leaf",0,0,0,"Close up of NOUN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Green hill near forest",1,1,1,"GNN near GNN",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2
"Flock of birds",0,0,0,"NOUN of NOUN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"Mirror lake reflecting Wooden House in Middle of Lake Overlooking Mountain Range",1,1,1,"NOUN GNN reflecting GNN in LOCATION",0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,2
"Sunlight through trees beside pathway",0,0,0,"NOUN through GNN beside NOUN",0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,1
"Grey asphalt road surrounded by tall trees",1,1,1,"PERSON NOUN GNN SVB by GNN",0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,2
"Desert",0,0,0,"GNN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Selective Color Photography of Golden Gate Bridge, California",1,0,0,"Selective Color LOCATION , LOCATION",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"CN Tower in Toronto Canada at Midnight",1,1,1,"NOUN GNN in LOCATION at Midnight",0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1
"Photo of a person's hand holding a maple leaf",0,0,0,"NOUN of GNN 's NOUN SVB NOUN",0,1,0,1,0,0,0,0,1,1,0,0,0,1,3,0,0,0,0,0,0,1
"4 birds flying in mid-air with flag of canada behind during day-time",0,1,0,"QTF NOUN SVB in mid-air with NOUN of LOCATION behind during day-time",0,0,0,0,0,0,0,0,1,1,0,0,0,1,2,0,1,0,1,0,0,0
"Man in suit jacket holding phone",0,0,0,"NOUN in NOUN holding NOUN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
"Close-up photo of person wearing white-and-red maple leaf-printed lace-up sneakers",0,0,0,"NOUN of GNN wearing NOUN NOUN",0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,1
"St. Peter Basilica, Russia under clouded sky",1,0,0,"NOUN PERSON , LOCATION under NOUN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0
"People walking on concrete pathway beside white concrete building during daytime",1,1,1,"NOUN SVB on concrete NOUN beside GNN during daytime",0,0,0,0,0,0,0,0,1,1,0,0,0,1,2,0,0,0,0,0,0,1
"Woman taking selfie",0,0,0,"NOUN taking NOUN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"Woman holding fence",0,0,0,"NOUN holding NOUN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"1 elephant beside on baby elephant",0,1,0,"QTF NOUN beside on NOUN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0
"Silhouette photography of 2 giraffe and 1 rhinoceros during golden hour",0,0,0,"NOUN of QTF NOUN and QTF NOUN during golden hour",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0
"White duck with 22 ducklings",0,1,0,"NOUN with QTF NOUN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0
"Black brown and white kittens in purple towel",0,1,0,"NOUN in NOUN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"snake on floor is actually a crocodile",1,1,1,"GNN on GNN is actually NOUN",0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,2
"Here’s a good place to start.",0,0,0,"Here 's NOUN to start .",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Can I pay by credit card/debit card?",0,0,0,"Can I pay by NOUN ?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Where can I exchange money?",0,0,0,"Where can I exchange NOUN ?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"How much for a first class/second class/economy ticket to Boston?",1,0,0,"How much for NOUN to LOCATION ?",0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0
"What time does the bus/train/plane/ferry from Omaha, NE arrive?",1,1,1,"NOUN does GNN from LOCATION , LOCATION SVB ?",0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,2,0,0,1
"Could you recommend a good restaurant?",0,0,0,"Could you recommend GNN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Where is the closest bank/post office/exchange office?",0,0,0,"Where is NOUN GNN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"Compared to the more common phrases above, you’ll probably use these far less.",0,0,0,"Compared to the more common NOUN above , you 'll probably use these far less .",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Could I see the room?",0,0,0,"Could I see NOUN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Is there pharmacy nearby?",1,1,1,"Is there NOUN nearby ?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"DISCLAIMER: Treksplorer is a participant in the Amazon Services LLC Associates Program, an affiliate advertising program designed to provide a means for sites to earn advertising fees by advertising and linking to Amazon.com and its affiliated international sites.",0,0,0,"NOUN is NOUN in ORG , NOUN designed to provide NOUN for GNN to earn NOUN by NOUN and SVB to ORG and GNN",0,0,0,1,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,2,2
"Nebraska was admitted as the 37th state of the United States in 1867.",1,0,0,"LOCATION was admitted as GNN of LOCATION in 1867 .",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,1
"It is the only state in the United States whose legislature is unicameral and officially nonpartisan.",1,0,0,"It is GNN in the United NOUN is unicameral and officially nonpartisan .",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"The state is crossed by many historic trails and was explored by the Lewis and Clark Expedition.",1,1,1,"GNN SVB by many historic trails and SVB by PERSON and PERSON NOUN",0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,2,0,0,0,1
"Nebraska is composed of two major land regions: the Dissected Till Plains and the Great Plains. ",1,1,1,"LOCATION is composed of QTF GNN : LOCATION and LOCATION .",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1
"The state has wide variations between winter and summer temperatures, decreasing south through the state. ",1,1,1,"GNN between winter and summer NOUN , decreasing south through GNN",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2
"Chinook winds tend to warm the state significantly in the winter and early spring.",0,0,0,"NOUN tend to warm GNN significantly in GNN",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2
"Nebraska is located in Tornado Alley.",1,1,1,"LOCATION SVB in GNN LOCATION .",0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,1
"Thunderstorms are common during both the spring and the summer.",0,0,0,"NOUN are common during both GNN the summer .",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"Violent thunderstorms and tornadoes happen primarily during those two seasons, although they also can occur occasionally during the autumn.",0,0,0,"GNN primarily during QTF GNN , although they also can occur occasionally during the autumn .",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
"Average temperatures are fairly uniform across Nebraska, with hot summers and generally cold winters.",1,0,0,"NOUN are fairly uniform across LOCATION , with hot summers and generally cold winters .",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
"The table below shows the racial composition of Nebraska's population as of 2016.",1,0,0,"NOUN below NOUN NOUN of LOCATION 's NOUN as of 2016 .",0,0,0,0,0,0,0,0,1,1,0,0,0,0,4,0,0,0,1,0,0,0
"In addition to the state tax, some Nebraska cities assess a city sales and use tax, in 0.5% increments, up to a maximum of 1.5%.",1,0,0,"In NOUN to GNN NOUN , LOCATION GNN assess GNN and use NOUN , in 0.5 NOUN up to QTF of 1.5 % .",0,0,0,0,0,0,0,0,1,1,0,0,0,0,4,0,1,0,1,0,0,3
"Since 1992, only depreciable personal property is subject to tax and all other personal property is exempt from tax",0,0,0,"Since 1992 , only depreciable personal NOUN is subject to NOUN and QTF personal NOUN is exempt from NOUN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0
"Nebraska's government operates under the framework of the Nebraska Constitution, adopted in 1875, and is divided into three branches: executive, legislative, and judicial.",1,0,0,"LOCATION 's NOUN operates under NOUN of LOCATION NOUN , adopted in 1875 , and SVB into QTF GNN : executive , legislative , and judicial .",0,0,0,0,0,0,0,0,1,1,0,0,0,1,3,0,1,0,2,0,0,1
"Although this house is officially known simply as the Legislature, and more commonly called the Unicameral, its members call themselves senators.",0,0,0,"Although GNN is officially known simply as ORG , and more commonly called NOUN NOUN call themselves NOUN .",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,1
"The Nebraska Legislature can also override the governor's veto with a three-fifths majority, in contrast to the two-thirds majority required in some other states.",1,0,0,"ORG can also override the governor 's NOUN with NOUN in NOUN to NOUN required in GNN",0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,1,1
"Nebraska's U.S. senators are Deb Fischer and Ben Sasse, both Republicans; Fischer, elected in 2012, is the senior.",1,0,0,"LOCATION 's LOCATION NOUN are PERSON and PERSON , both MISC ; PERSON , elected in 2012 , is the senior .",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,2,1,0,0
"It came to me on my birthday, my precious.",0,0,0,"It SVB to me on NOUN my precious .",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"Perhaps even the master who ruled them could not have said.",0,0,0,"Perhaps even NOUN who ruled them could not have said .",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"But at any rate Gollum did not at once attack him.",0,0,0,"But at NOUN LOCATION did not at once attack him .",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"He sat still, shivering and whispering.",0,0,0,"He SVB , shivering and whispering .",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"At last Bilbo could wait no longer.",0,0,0,"At last PERSON could wait no longer .",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
